id	logFC	AveExpr	t	P.Value	adj.P.Val	B
KLK6	2.648537418	-0.854276354	6.531696253	1.39E-10	4.40E-10	12.99242543
TNS4	2.219903824	2.956261186	6.529053138	1.42E-10	4.48E-10	12.97633232
CNGA3	2.325996739	-0.173699491	6.52415464	1.46E-10	4.61E-10	12.9465218
GPR37	1.668671196	1.602836409	6.521044811	1.49E-10	4.70E-10	12.92760655
POU2AF1	1.486327547	3.814390817	6.516451671	1.53E-10	4.83E-10	12.89968348
PRDM16	-1.720236989	3.114316836	-6.513351347	1.56E-10	4.92E-10	12.88084533
NR0B2	-2.172622834	0.369832487	-6.511107495	1.58E-10	4.99E-10	12.86721611
NRK	2.010689257	1.250031141	6.510201322	1.59E-10	5.01E-10	12.86171314
ZNF280B	1.313987066	1.233364957	6.509237774	1.60E-10	5.04E-10	12.85586248
SPON1	-1.12313589	5.294546597	-6.507975185	1.62E-10	5.08E-10	12.84819718
FAM171A2	1.326046449	1.583994809	6.507373038	1.62E-10	5.10E-10	12.84454194
SPX	-1.912142325	-0.915133149	-6.507228343	1.62E-10	5.10E-10	12.84366364
CAPN9	-1.813487839	2.099025442	-6.499060641	1.71E-10	5.36E-10	12.79411281
KDR	-1.075073244	5.740185802	-6.492201407	1.78E-10	5.58E-10	12.75254174
HOXC9	1.866943978	-0.82206691	6.492133492	1.78E-10	5.59E-10	12.75213033
INHA	2.372953207	-0.216442958	6.490849004	1.80E-10	5.63E-10	12.74434987
OLFM1	-1.394050862	2.89258283	-6.488659706	1.82E-10	5.70E-10	12.73109182
PHYHD1	-1.451491422	3.588127166	-6.485854914	1.85E-10	5.80E-10	12.71411212
TEKT2	-1.782879229	0.82004048	-6.484320412	1.87E-10	5.85E-10	12.70482522
SCNN1B	-1.589224442	5.298635371	-6.481014885	1.91E-10	5.97E-10	12.68482644
SCGB3A1	-2.924429278	5.184437607	-6.480317978	1.92E-10	5.99E-10	12.68061122
PIP5KL1	1.108806509	2.690640239	6.477157729	1.96E-10	6.10E-10	12.66150145
TRIM54	1.841215838	-0.494248751	6.475174811	1.98E-10	6.17E-10	12.64951504
FOLR1	-1.981366107	6.20001528	-6.47374214	2.00E-10	6.23E-10	12.64085677
C5orf46	1.452104017	-0.614518426	6.468406877	2.06E-10	6.42E-10	12.60862801
KCND2	1.482142603	0.693973015	6.466214482	2.09E-10	6.51E-10	12.59539109
WTIP	-1.001957506	3.750855855	-6.465585428	2.10E-10	6.53E-10	12.5915938
PLIN5	-1.283313011	1.510098087	-6.462839609	2.14E-10	6.64E-10	12.5750224
CAPN3	-1.24132407	0.700344572	-6.461949124	2.15E-10	6.67E-10	12.56964951
IL17REL	1.495176969	-1.330328713	6.457370125	2.21E-10	6.85E-10	12.54203151
SFTPB	-2.456143792	11.76216981	-6.457364764	2.21E-10	6.85E-10	12.54199919
DAW1	-1.666305506	0.503548647	-6.455307477	2.24E-10	6.94E-10	12.52959632
ZNF726	1.074168846	1.428321163	6.454509433	2.25E-10	6.97E-10	12.52478603
TBX21	-1.149693353	0.85485031	-6.452311006	2.28E-10	7.06E-10	12.51153748
ZBBX	-2.057939275	-0.431258459	-6.44533459	2.38E-10	7.37E-10	12.46952095
FOXA1	1.06613206	5.83883746	6.441387756	2.44E-10	7.54E-10	12.44576805
CNGB1	1.58703592	0.073957933	6.437808933	2.49E-10	7.70E-10	12.42424085
SMC1B	1.765272197	-0.463147946	6.431352678	2.59E-10	8.01E-10	12.38543176
ANKUB1	-1.711485205	-1.373493854	-6.430396076	2.61E-10	8.05E-10	12.37968442
MEGF11	-1.87682917	0.047281459	-6.428285315	2.64E-10	8.16E-10	12.36700545
ADAM32	1.082182913	-0.5422124	6.42601369	2.68E-10	8.27E-10	12.35336424
FCRLA	1.581577163	1.082168761	6.423839233	2.72E-10	8.38E-10	12.34031046
GALNT17	-1.408697969	1.708206268	-6.422219342	2.74E-10	8.46E-10	12.33058837
RELN	-1.445075111	1.081063907	-6.42140484	2.76E-10	8.50E-10	12.32570078
TSPAN19	-2.087399867	-1.195278542	-6.420252147	2.78E-10	8.56E-10	12.31878474
KCNJ2	-1.041362051	2.649301426	-6.418095218	2.81E-10	8.67E-10	12.30584628
RCAN2	-1.073858434	4.054189619	-6.416706945	2.84E-10	8.74E-10	12.29752064
GRIP1	1.187450945	1.440875602	6.415630949	2.86E-10	8.79E-10	12.29106884
PPEF1	1.189128878	-0.466640362	6.414386738	2.88E-10	8.86E-10	12.28360959
SRMS	1.422188544	-0.087770006	6.411248101	2.94E-10	9.03E-10	12.26479852
MAP3K19	-1.820337821	-0.310091046	-6.410356748	2.95E-10	9.07E-10	12.25945776
NOX4	1.039788507	1.938948108	6.406428319	3.02E-10	9.28E-10	12.23592731
FCRL6	-1.061738354	0.834663839	-6.399541652	3.15E-10	9.67E-10	12.19470797
TFF1	3.185286255	-0.175407268	6.399279738	3.16E-10	9.68E-10	12.19314108
DLX5	1.427460802	-0.849291407	6.398797904	3.17E-10	9.71E-10	12.19025867
MGAM	-1.315247582	-0.187155714	-6.397200009	3.20E-10	9.80E-10	12.18070115
CCDC33	-1.84210608	-0.859236579	-6.396199613	3.22E-10	9.85E-10	12.17471852
LRRTM2	-1.316743172	-1.298634607	-6.393960135	3.26E-10	9.98E-10	12.1613288
RNF128	-1.719440402	3.879795418	-6.389994602	3.34E-10	1.02E-09	12.13762912
TRPC6	-1.265459543	3.806886433	-6.385633796	3.43E-10	1.05E-09	12.11158192
MAP10	1.024775607	1.904204987	6.385084927	3.45E-10	1.05E-09	12.10830461
HOXA10	2.130356733	-0.332288815	6.377574275	3.61E-10	1.10E-09	12.06348301
EFNA5	1.065120933	4.740405506	6.377498785	3.61E-10	1.10E-09	12.06303274
BPIFA2	2.166701068	-0.675432164	6.373386301	3.70E-10	1.13E-09	12.03851026
TACR1	-1.345456354	0.270414507	-6.371679002	3.74E-10	1.14E-09	12.0283338
CDH17	2.209019863	0.484987378	6.369147961	3.80E-10	1.15E-09	12.01325174
B3GALT2	-1.542925978	0.513411004	-6.364282627	3.91E-10	1.19E-09	11.98427471
RIPOR2	-1.038662953	3.895791034	-6.347427494	4.34E-10	1.31E-09	11.8840381
HMCN1	-1.145123513	4.850183523	-6.342414332	4.47E-10	1.35E-09	11.85426986
TMEM213	-2.057713743	0.695760319	-6.339091687	4.56E-10	1.38E-09	11.83455125
PNOC	1.291346789	0.066112541	6.338931567	4.57E-10	1.38E-09	11.83360123
CLDN3	1.460841282	5.759122264	6.337290562	4.61E-10	1.39E-09	11.82386605
MAMDC4	1.18351351	2.528136001	6.336193563	4.64E-10	1.40E-09	11.81735939
CRABP1	2.043390973	-1.449738914	6.335935237	4.65E-10	1.40E-09	11.81582731
IQGAP2	-1.000895599	4.28544535	-6.334697105	4.68E-10	1.41E-09	11.80848499
HOXA2	-1.090163081	-0.387842323	-6.333469092	4.72E-10	1.42E-09	11.8012039
KIRREL2	1.72028219	-1.462473765	6.333247535	4.73E-10	1.42E-09	11.79989039
CDK5R2	1.689573344	-1.852198846	6.329707445	4.83E-10	1.45E-09	11.77890819
CFAP53	-1.143176668	1.02572398	-6.320763747	5.10E-10	1.53E-09	11.72594434
BLOC1S5-TXNDC5	-1.428523686	-0.884768684	-6.319278624	5.14E-10	1.54E-09	11.71715589
IQUB	-1.169015439	-0.297586323	-6.318735815	5.16E-10	1.55E-09	11.71394419
DQX1	1.517120467	-1.005817036	6.318502045	5.17E-10	1.55E-09	11.71256109
BEND6	1.165039301	0.768707006	6.318226579	5.18E-10	1.55E-09	11.71093135
PI15	1.508165228	1.736061872	6.314555808	5.29E-10	1.58E-09	11.68921992
SLC4A3	1.249124211	2.268652912	6.308807596	5.48E-10	1.64E-09	11.65524325
GLB1L2	1.189509281	4.787552183	6.305931326	5.58E-10	1.67E-09	11.63825229
PKIB	1.352538151	2.972965079	6.305314815	5.60E-10	1.67E-09	11.63461126
EGF	1.516511696	2.346412309	6.302369691	5.70E-10	1.70E-09	11.61722206
CCL7	1.514471981	-0.968577228	6.301893508	5.72E-10	1.71E-09	11.61441115
NOX5	1.446554792	-0.662962815	6.285056154	6.33E-10	1.89E-09	11.51513974
CLEC10A	-1.170936163	2.704129379	-6.279778341	6.53E-10	1.94E-09	11.48407012
RP1	-1.643568079	-0.67251497	-6.278775749	6.57E-10	1.96E-09	11.47817061
CCDC146	-1.068832504	2.601001544	-6.277050488	6.64E-10	1.98E-09	11.46802066
SPEF2	-1.01410793	2.748369938	-6.271823037	6.85E-10	2.04E-09	11.43728175
DCDC1	-1.419916068	-0.993642785	-6.268342007	7.00E-10	2.08E-09	11.41682474
ARNT2	-1.237465794	3.982623282	-6.268322637	7.00E-10	2.08E-09	11.41671094
CILP	1.725544658	2.971192456	6.266493074	7.08E-10	2.10E-09	11.40596314
CD27	1.114203533	2.722536757	6.260424622	7.34E-10	2.17E-09	11.37033362
TTLL6	-1.49229354	-0.602792322	-6.258081506	7.45E-10	2.21E-09	11.35658464
IGF2BP1	2.53926422	-0.758356091	6.255215394	7.57E-10	2.24E-09	11.33977296
SEMA3E	-1.867329372	2.345798017	-6.250524769	7.79E-10	2.30E-09	11.31227384
HRC	-1.013323857	-0.148110117	-6.249090023	7.86E-10	2.32E-09	11.30386615
KIAA2012	-1.659776784	-1.394167249	-6.247172763	7.95E-10	2.35E-09	11.29263354
PAH	2.230836103	-1.169352395	6.245327604	8.04E-10	2.37E-09	11.28182621
FAM183A	-1.76663852	0.604386627	-6.242133339	8.19E-10	2.41E-09	11.26312361
KIF19	-1.59534048	0.749208857	-6.240739003	8.26E-10	2.43E-09	11.25496232
MUC15	-1.85615263	3.253280676	-6.240091179	8.30E-10	2.44E-09	11.25117105
SHOC1	1.601540697	0.31530678	6.236184352	8.49E-10	2.50E-09	11.22831433
CCNA1	-1.560346181	-0.659947642	-6.233909375	8.61E-10	2.53E-09	11.21501046
TNNT2	-1.337682496	0.962354801	-6.233699933	8.62E-10	2.53E-09	11.21378587
SLC16A14	1.619489389	3.655144015	6.232038369	8.71E-10	2.56E-09	11.20407217
HOXC10	2.749507706	-0.697781983	6.231349967	8.74E-10	2.56E-09	11.20004835
CCDC154	1.4115966	0.085742407	6.230925135	8.76E-10	2.57E-09	11.19756534
MCOLN3	-1.419742215	1.741896197	-6.230113736	8.81E-10	2.58E-09	11.19282337
GLB1L3	2.741186702	1.324515301	6.221048588	9.30E-10	2.72E-09	11.13988181
H3C8	1.509719	-1.651083226	6.218102739	9.46E-10	2.77E-09	11.12269226
CACNA2D3	-1.050333173	0.468243711	-6.216063162	9.58E-10	2.80E-09	11.11079516
PNCK	1.543558278	-0.809805301	6.206536317	1.01E-09	2.96E-09	11.0552693
SEZ6L2	1.221966207	5.994319713	6.200589478	1.05E-09	3.06E-09	11.02064692
PRTG	-1.171612042	2.132083888	-6.199780957	1.06E-09	3.08E-09	11.01594197
SLAMF9	1.26963189	-0.631427394	6.194848044	1.09E-09	3.17E-09	10.98724807
PAQR6	1.135419049	1.097841319	6.190603979	1.12E-09	3.25E-09	10.96257714
VGLL1	-1.934989183	-0.014465886	-6.181631693	1.18E-09	3.42E-09	10.91046978
CASC1	-1.288676015	0.543157126	-6.178908894	1.20E-09	3.47E-09	10.89467003
KNDC1	-1.696138063	2.733527971	-6.175169999	1.22E-09	3.55E-09	10.87298408
FOXB1	1.773400291	-1.646627723	6.168597535	1.27E-09	3.69E-09	10.83489115
KRT6A	2.993375996	1.650037804	6.162559384	1.32E-09	3.82E-09	10.79992647
DRC7	-1.639242041	-0.277242633	-6.162391384	1.32E-09	3.82E-09	10.79895408
CFAP100	-1.69717779	-0.634969745	-6.158431751	1.35E-09	3.91E-09	10.77604223
TDRD5	2.055826445	-0.009854509	6.15401084	1.39E-09	4.01E-09	10.75047658
ANK2	-1.061424179	3.189599071	-6.152782006	1.40E-09	4.04E-09	10.74337324
NPAS2	1.023501115	4.253185704	6.152498116	1.40E-09	4.04E-09	10.74173237
CDHR2	1.645430098	-0.490371269	6.151414497	1.41E-09	4.07E-09	10.73546974
CCDC17	-1.45412271	1.508545525	-6.148790142	1.43E-09	4.13E-09	10.72030666
SLC44A5	2.079590215	2.215389436	6.145881183	1.45E-09	4.20E-09	10.70350584
GRIN2D	1.45414817	1.642333822	6.145364742	1.46E-09	4.21E-09	10.70052384
GLRA3	1.689391905	-0.987284379	6.14253899	1.48E-09	4.28E-09	10.6842115
TOX3	1.926662988	3.590852813	6.138983591	1.52E-09	4.37E-09	10.66369648
PDIA2	1.915474341	-0.873393518	6.138875711	1.52E-09	4.37E-09	10.66307417
PRSS2	2.599311614	0.038487929	6.13478073	1.55E-09	4.47E-09	10.63945904
RERGL	-1.670834227	-1.388603942	-6.131192871	1.59E-09	4.56E-09	10.61877981
TNFRSF9	1.177634479	2.248043122	6.129236561	1.61E-09	4.61E-09	10.60750879
SOX11	1.991825442	-0.686984365	6.128800584	1.61E-09	4.62E-09	10.60499739
CHIA	-2.180438676	1.603046752	-6.128401592	1.61E-09	4.63E-09	10.60269918
SLC6A20	-1.996135436	1.600573561	-6.125120697	1.64E-09	4.72E-09	10.58380611
MYH15	-1.25484253	-0.329594717	-6.121744618	1.68E-09	4.81E-09	10.56437423
CCDC198	1.982618688	-1.736482143	6.119760625	1.70E-09	4.87E-09	10.55295927
PIFO	-1.362674559	3.407844186	-6.115382056	1.74E-09	4.99E-09	10.52777857
PLPPR4	-1.060335512	1.468427597	-6.102655729	1.88E-09	5.36E-09	10.45468101
SLC7A4	-1.652453952	0.054858207	-6.101081973	1.90E-09	5.41E-09	10.445651
AHNAK2	1.533713911	5.756859254	6.096401311	1.95E-09	5.55E-09	10.41880609
LRRIQ1	-1.594605308	0.865681754	-6.095955752	1.95E-09	5.57E-09	10.41625163
CEMIP	1.360362909	5.061078721	6.095231211	1.96E-09	5.59E-09	10.41209807
QPCT	1.577986338	4.203525631	6.093859128	1.98E-09	5.63E-09	10.40423357
ABCC6	-1.006313657	4.077019464	-6.092513812	1.99E-09	5.67E-09	10.396524
FAM227A	1.197228455	2.370872596	6.090951325	2.01E-09	5.72E-09	10.38757179
TFAP2D	1.942696091	-2.173864022	6.08802642	2.05E-09	5.82E-09	10.3708191
SPRR1B	2.457939101	-1.016888411	6.085646906	2.08E-09	5.90E-09	10.35719543
CDH16	-1.507897528	-2.233319192	-6.081021573	2.13E-09	6.06E-09	10.330727
LCN2	1.851806958	6.008696175	6.080169552	2.14E-09	6.08E-09	10.32585326
SCX	1.090786411	0.421158882	6.07642183	2.19E-09	6.21E-09	10.30442264
CYP2A6	-1.564251359	-1.263933317	-6.072512679	2.24E-09	6.35E-09	10.28208135
CYTL1	-1.123000374	-0.088778391	-6.072409027	2.24E-09	6.36E-09	10.28148914
KCNQ5	1.561088502	1.145581623	6.071568737	2.25E-09	6.38E-09	10.27668851
SLCO1B3	2.286770918	-1.59312992	6.070927759	2.26E-09	6.41E-09	10.27302696
KLK11	-2.438121875	2.862677163	-6.06914063	2.29E-09	6.47E-09	10.26281987
SCUBE3	1.483649973	3.017206569	6.068610588	2.29E-09	6.49E-09	10.25979308
ALOX15B	-1.689322929	4.969068474	-6.067598313	2.31E-09	6.52E-09	10.25401315
ARHGAP33	1.006640901	2.811122004	6.066793053	2.32E-09	6.55E-09	10.24941586
NTM	-1.23003373	3.586681877	-6.065119481	2.34E-09	6.62E-09	10.23986303
CNGA1	1.315699461	-0.013261468	6.062819903	2.37E-09	6.70E-09	10.22674072
PAX5	1.556012863	1.323271125	6.060813905	2.40E-09	6.78E-09	10.21529728
ANKLE1	1.017892365	-0.196566041	6.058221171	2.44E-09	6.88E-09	10.20051171
ICAM1	-1.042073572	8.023785731	-6.046699136	2.61E-09	7.34E-09	10.13487268
ACAN	1.334649968	0.989678595	6.034653529	2.80E-09	7.85E-09	10.06636912
HOXC8	1.581320526	-1.239471584	6.032725682	2.83E-09	7.93E-09	10.05541663
CPM	-1.133095348	7.210576681	-6.032052289	2.84E-09	7.96E-09	10.05159168
PPP1R14C	-1.464860577	3.571528091	-6.027888746	2.91E-09	8.15E-09	10.02795067
BRDT	2.531787864	-0.8480439	6.025962632	2.94E-09	8.24E-09	10.01701889
CFAP57	-1.43471432	1.387801729	-6.022150024	3.01E-09	8.42E-09	9.995389313
SLC5A1	-2.20615819	1.396666435	-6.016868756	3.10E-09	8.68E-09	9.965447788
UCHL1	1.969872569	3.960711289	6.015269954	3.13E-09	8.76E-09	9.956388155
TUBB2B	1.873174291	1.474695113	6.013712504	3.16E-09	8.83E-09	9.947564895
TBXT	1.739765213	-2.170325624	6.013661992	3.16E-09	8.84E-09	9.947278769
IL18RAP	-1.00295147	0.454714675	-6.006386061	3.30E-09	9.21E-09	9.906086297
SFN	1.09872293	6.954545356	6.004157098	3.34E-09	9.33E-09	9.893475925
TMEM59L	2.190775998	1.885525769	6.001248777	3.40E-09	9.47E-09	9.877028314
ELOVL2	1.138491651	0.214128756	5.996561957	3.49E-09	9.73E-09	9.850537505
NOXA1	1.028610943	3.388562239	5.99209633	3.58E-09	9.97E-09	9.825313984
ATG9B	1.214744085	1.909345298	5.990921817	3.61E-09	1.00E-08	9.81868266
HYDIN	-1.700600557	0.601509589	-5.988900391	3.65E-09	1.01E-08	9.807272352
ROS1	-1.721386917	5.462404886	-5.987949746	3.67E-09	1.02E-08	9.801907439
CSMD1	-1.608608139	-0.994760574	-5.984838095	3.74E-09	1.04E-08	9.784352301
ANPEP	-1.323316301	4.863966309	-5.979236213	3.86E-09	1.07E-08	9.752768296
PCSK2	-2.772711587	0.296296261	-5.978972621	3.87E-09	1.07E-08	9.751282787
MUC16	2.615572306	3.668088261	5.973620502	3.99E-09	1.11E-08	9.721132654
HCAR1	1.810073681	1.883699108	5.965363253	4.18E-09	1.16E-08	9.674664003
ENKUR	-1.507937284	0.911506551	-5.964476583	4.21E-09	1.16E-08	9.669677548
BASP1	1.130632357	5.710210113	5.954956094	4.44E-09	1.23E-08	9.616177712
PTHLH	1.518781419	1.266182197	5.954771327	4.45E-09	1.23E-08	9.615140178
ANKRD18B	1.645766927	-1.069904453	5.954575062	4.45E-09	1.23E-08	9.614038104
SULT2B1	-1.313699446	3.012900535	-5.954459633	4.46E-09	1.23E-08	9.613389963
SFRP1	-1.691708837	1.256159073	-5.945355456	4.70E-09	1.30E-08	9.562304301
GCKR	1.361465007	-1.267671954	5.944167062	4.73E-09	1.30E-08	9.555641069
HLA-DQB1	-1.167918528	7.940126118	-5.940522202	4.83E-09	1.33E-08	9.535211993
PTK6	1.151609454	4.262322156	5.938640097	4.88E-09	1.34E-08	9.524667336
PTPRN	1.804679593	-0.54592369	5.937464818	4.91E-09	1.35E-08	9.518084238
SERPINA4	2.138599561	-1.891339693	5.936604745	4.94E-09	1.36E-08	9.513267444
TOX	-1.026765488	3.420799129	-5.93633927	4.95E-09	1.36E-08	9.511780789
HOXB13	2.260873654	-1.576297954	5.929892059	5.13E-09	1.41E-08	9.475694658
STMND1	-1.723954658	-0.266271201	-5.925635636	5.26E-09	1.44E-08	9.451889834
CFHR3	1.281027889	-0.623974564	5.923097458	5.34E-09	1.46E-08	9.437701836
SYT14	1.632104473	-1.994644646	5.916148871	5.56E-09	1.52E-08	9.398888021
RIMKLA	-1.276708741	3.118974739	-5.915482704	5.58E-09	1.53E-08	9.395169037
SDS	1.124460977	2.697431508	5.914743878	5.60E-09	1.53E-08	9.391044857
LRP2	-2.037047186	3.127989232	-5.914364822	5.61E-09	1.54E-08	9.388929114
TMEM37	-1.011369687	3.968183893	-5.913723076	5.63E-09	1.54E-08	9.385347412
UPK3A	1.480569266	-0.802807451	5.907059478	5.85E-09	1.60E-08	9.348177112
SLC15A1	1.924973874	-0.154111054	5.904196338	5.95E-09	1.62E-08	9.332217639
EDIL3	-1.079557052	5.265847789	-5.900819786	6.07E-09	1.65E-08	9.313405192
TKTL1	-1.502696959	-2.164165051	-5.900590205	6.07E-09	1.66E-08	9.312126426
GRIK2	1.565760244	-0.120769882	5.894946173	6.27E-09	1.71E-08	9.280703186
MUCL3	-2.049065337	1.593922491	-5.892229253	6.37E-09	1.73E-08	9.265586228
AC012651.1	-1.1699184	0.917661947	-5.890894166	6.42E-09	1.75E-08	9.258160064
CYP39A1	-1.085222141	1.947676223	-5.890656387	6.43E-09	1.75E-08	9.256837622
PDE4C	-1.263148356	2.425015767	-5.89027339	6.44E-09	1.75E-08	9.254707634
OGDHL	1.801815374	-0.22931634	5.890267457	6.44E-09	1.75E-08	9.254674637
BCO1	1.450327531	0.394642881	5.887992764	6.53E-09	1.77E-08	9.24202675
IRX6	-1.887353272	0.450648491	-5.887817574	6.53E-09	1.78E-08	9.241052827
ZNF215	1.069321354	0.689315995	5.886343615	6.59E-09	1.79E-08	9.23285977
GPX2	2.833205865	3.02534879	5.873076329	7.11E-09	1.93E-08	9.159195225
DLEC1	-1.38405799	1.627310933	-5.864355251	7.47E-09	2.02E-08	9.110853421
HAMP	1.256120458	0.004358052	5.862873599	7.53E-09	2.04E-08	9.102646832
C2CD6	1.346761698	0.600774937	5.8615795	7.59E-09	2.06E-08	9.095480578
EVA1A	-1.007500747	4.421147055	-5.859873069	7.66E-09	2.07E-08	9.086033133
CIT	1.281210089	6.084422734	5.848898468	8.16E-09	2.20E-08	9.025332165
COL9A3	1.172057693	0.526121964	5.844972821	8.34E-09	2.25E-08	9.003643876
PGGHG	1.352947177	6.211413566	5.836647825	8.75E-09	2.35E-08	8.957693165
SLC22A3	-1.498356855	4.340178221	-5.836308615	8.76E-09	2.36E-08	8.955822096
DLX6	1.711298309	-2.055654329	5.831008559	9.03E-09	2.43E-08	8.926599806
DUSP4	1.375417085	5.55103706	5.829848095	9.09E-09	2.44E-08	8.920204654
WFDC5	-1.159408274	-3.105218081	-5.829808922	9.09E-09	2.44E-08	8.919988795
TMPRSS2	-1.256821835	6.377295855	-5.826576148	9.26E-09	2.49E-08	8.902179531
ENTPD2	1.35091046	1.053034933	5.824811698	9.35E-09	2.51E-08	8.892462938
LGALS2	-1.066244146	1.267523881	-5.824789478	9.35E-09	2.51E-08	8.892340594
ICAM5	-1.287382439	2.660739922	-5.824393066	9.37E-09	2.52E-08	8.890157973
KCNE4	1.347246253	3.18470195	5.824374252	9.38E-09	2.52E-08	8.89005439
NELL2	-1.187887233	2.34572179	-5.823712752	9.41E-09	2.52E-08	8.886412519
NUP210L	1.444527155	0.069888667	5.823133114	9.44E-09	2.53E-08	8.883221637
B4GALNT1	1.337922274	1.253684695	5.822603158	9.47E-09	2.54E-08	8.880304506
PILRB	1.110423588	2.21753145	5.822120691	9.50E-09	2.55E-08	8.87764898
SLC2A12	-1.199414595	1.588662681	-5.821032851	9.55E-09	2.56E-08	8.871662166
GZMH	-1.151861305	1.725380731	-5.819822392	9.62E-09	2.58E-08	8.865001704
THSD7A	-1.023779918	2.498791151	-5.819821043	9.62E-09	2.58E-08	8.864994284
MEIOC	1.210580663	-0.556815202	5.815539725	9.86E-09	2.64E-08	8.841446577
PLA2G4A	1.375227313	4.699680392	5.806911197	1.03E-08	2.76E-08	8.794035745
FAM177B	1.546527522	0.477696364	5.806462888	1.04E-08	2.77E-08	8.791574155
FOXE1	2.05025431	-0.851668827	5.804156206	1.05E-08	2.81E-08	8.778911237
EYS	1.164336029	0.962437202	5.800231233	1.07E-08	2.87E-08	8.757374768
BRINP3	-1.139657954	-0.919562752	-5.799748096	1.08E-08	2.87E-08	8.754724678
KRT13	-1.725077232	-0.590643405	-5.799348706	1.08E-08	2.88E-08	8.752534103
SLC9A3	1.266446387	-0.482158112	5.790253134	1.14E-08	3.03E-08	8.702683166
KLK5	-1.876645651	-1.969330168	-5.785634567	1.17E-08	3.10E-08	8.677396517
CLDN10	2.200344953	1.983128105	5.783148609	1.18E-08	3.15E-08	8.663793361
SCNN1D	1.053167383	1.446699109	5.780991948	1.20E-08	3.18E-08	8.651996351
BEND7	-1.09464606	3.110626958	-5.775015555	1.24E-08	3.29E-08	8.619325826
SLC16A9	1.821625895	3.019913058	5.769349874	1.28E-08	3.39E-08	8.58838173
TNFRSF19	-1.010637066	4.634160707	-5.76243779	1.33E-08	3.52E-08	8.550666964
CEACAM4	-1.083660124	0.223120275	-5.762342581	1.33E-08	3.52E-08	8.550147756
LANCL3	-1.380817172	0.263200255	-5.760494874	1.34E-08	3.56E-08	8.540073011
C1orf116	-1.346039767	7.289527208	-5.75825724	1.36E-08	3.60E-08	8.527876038
LRRC10B	-1.581065146	1.236825125	-5.747378926	1.45E-08	3.82E-08	8.46864053
MYO1A	-1.291100474	-0.868094667	-5.745027198	1.47E-08	3.87E-08	8.455847878
CTLA4	1.000396583	1.610515665	5.743288642	1.48E-08	3.90E-08	8.446393697
GAS1	-1.071459821	2.676668311	-5.739815634	1.51E-08	3.98E-08	8.427515326
POU3F2	2.003937892	-1.628712346	5.739695237	1.51E-08	3.98E-08	8.426861063
SLC10A2	-1.460021431	-2.856284281	-5.736445276	1.54E-08	4.05E-08	8.409204709
KLK7	-2.180082021	-0.521774126	-5.731665889	1.58E-08	4.16E-08	8.383255566
H1-2	1.051101281	5.133129082	5.727652484	1.62E-08	4.25E-08	8.361480193
KCNQ1	-1.128548592	4.926116827	-5.724667127	1.64E-08	4.32E-08	8.345291522
RGS7BP	-1.288110522	-0.019820788	-5.722206777	1.67E-08	4.37E-08	8.331955478
SIX2	1.847394911	0.765363295	5.717132164	1.71E-08	4.49E-08	8.304465352
KCNK5	1.068732264	5.436831668	5.710441969	1.78E-08	4.66E-08	8.268256709
ARHGEF4	-1.322968313	2.552227401	-5.709970454	1.78E-08	4.67E-08	8.26570621
PTGER3	-1.257123066	0.691731132	-5.693786797	1.95E-08	5.09E-08	8.178280711
PRRX2	1.388011755	1.392424618	5.692464949	1.97E-08	5.13E-08	8.171149808
STEAP2	1.141269979	4.650637558	5.689864625	1.99E-08	5.20E-08	8.157126301
NME5	-1.1204138	1.341038542	-5.684614604	2.05E-08	5.35E-08	8.128830532
ERV3-1	1.024457993	4.67726691	5.683965154	2.06E-08	5.37E-08	8.125331855
PCDHAC2	-1.242178956	1.096557098	-5.682520892	2.08E-08	5.41E-08	8.117552697
ASTN1	-1.316362368	-1.8848182	-5.67375233	2.18E-08	5.67E-08	8.070361094
FGF19	1.738030402	-2.392778069	5.666758383	2.27E-08	5.89E-08	8.032767189
GCLC	1.261851134	5.724248605	5.661441021	2.33E-08	6.05E-08	8.004213132
TRPV3	1.120030097	0.122031677	5.661003132	2.34E-08	6.07E-08	8.001862752
FGB	3.45809504	1.029819369	5.660722141	2.34E-08	6.08E-08	8.000354616
HORMAD1	2.219121862	0.101269171	5.650554852	2.48E-08	6.42E-08	7.945829838
SMIM24	1.640581581	-0.971063316	5.649112626	2.50E-08	6.46E-08	7.938102646
KRT86	1.058778856	1.238857594	5.644540025	2.56E-08	6.62E-08	7.913615186
NECTIN3	-1.116367171	3.436901491	-5.642712722	2.59E-08	6.69E-08	7.903834484
MYBPC2	1.174227821	-0.104248877	5.633756842	2.72E-08	7.02E-08	7.855938989
EDN2	1.596065631	1.260822069	5.631641687	2.75E-08	7.10E-08	7.844637249
ELF5	-1.709990461	2.356670155	-5.630487703	2.77E-08	7.14E-08	7.838472869
CYP2D6	1.15423404	0.343185185	5.626340281	2.83E-08	7.30E-08	7.816327433
FOXA2	-1.713799671	3.991497468	-5.625393787	2.85E-08	7.33E-08	7.811275625
SLC4A11	1.293867891	2.590955822	5.621283683	2.91E-08	7.50E-08	7.789347242
CCL21	-1.252612238	4.871061199	-5.614875501	3.02E-08	7.76E-08	7.755186823
ABCA4	1.817056408	2.378538176	5.61471865	3.02E-08	7.76E-08	7.754351127
C4orf54	1.539966593	-1.559739002	5.613705739	3.04E-08	7.80E-08	7.748954897
