EnsemblID	Gene	Species	Gene Name
ENSG00000137822	TUBGCP4	Homo sapiens	tubulin gamma complex component 4(TUBGCP4)
ENSG00000198821	CD247	Homo sapiens	CD247 molecule(CD247)
ENSG00000133466	C1QTNF6	Homo sapiens	C1q and TNF related 6(C1QTNF6)
ENSG00000198826	ARHGAP11A	Homo sapiens	Rho GTPase activating protein 11A(ARHGAP11A)
ENSG00000198825	INPP5F	Homo sapiens	inositol polyphosphate-5-phosphatase F(INPP5F)
ENSG00000141098	GFOD2	Homo sapiens	Gfo/Idh/MocA-like oxidoreductase domain containing 2(GFOD2)
ENSG00000125846	ZNF133	Homo sapiens	zinc finger protein 133(ZNF133)
ENSG00000204356	NELFE	Homo sapiens	negative elongation factor complex member E(NELFE)
ENSG00000182481	KPNA2	Homo sapiens	karyopherin subunit alpha 2(KPNA2)
ENSG00000227877	MRLN	Homo sapiens	myoregulin(MRLN)
ENSG00000125848	FLRT3	Homo sapiens	fibronectin leucine rich transmembrane protein 3(FLRT3)
ENSG00000251503	CENPS-CORT	Homo sapiens	CENPS-CORT readthrough(CENPS-CORT)
ENSG00000153071	DAB2	Homo sapiens	DAB adaptor protein 2(DAB2)
ENSG00000182484	WASH6P	Homo sapiens	WASP family homolog 6, pseudogene(WASH6P)
ENSG00000072818	ACAP1	Homo sapiens	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1(ACAP1)
ENSG00000161547	SRSF2	Homo sapiens	serine and arginine rich splicing factor 2(SRSF2)
ENSG00000120156	TEK	Homo sapiens	TEK receptor tyrosine kinase(TEK)
ENSG00000087087	SRRT	Homo sapiens	serrate, RNA effector molecule(SRRT)
ENSG00000121486	TRMT1L	Homo sapiens	tRNA methyltransferase 1L(TRMT1L)
ENSG00000160219	GAB3	Homo sapiens	GRB2 associated binding protein 3(GAB3)
ENSG00000157429	ZNF19	Homo sapiens	zinc finger protein 19(ZNF19)
ENSG00000092421	SEMA6A	Homo sapiens	semaphorin 6A(SEMA6A)
ENSG00000261777	DDX19A-DT	Homo sapiens	DDX19A divergent transcript(DDX19A-DT)
ENSG00000137834	SMAD6	Homo sapiens	SMAD family member 6(SMAD6)
ENSG00000173531	MST1	Homo sapiens	macrophage stimulating 1(MST1)
ENSG00000157423	HYDIN	Homo sapiens	HYDIN axonemal central pair apparatus protein(HYDIN)
ENSG00000198815	FOXJ3	Homo sapiens	forkhead box J3(FOXJ3)
ENSG00000173535	TNFRSF10C	Homo sapiens	TNF receptor superfamily member 10c(TNFRSF10C)
ENSG00000149806	FAU	Homo sapiens	FAU ubiquitin like and ribosomal protein S30 fusion(FAU)
ENSG00000204348	DXO	Homo sapiens	decapping exoribonuclease(DXO)
ENSG00000182473	EXOC7	Homo sapiens	exocyst complex component 7(EXOC7)
ENSG00000120162	MOB3B	Homo sapiens	MOB kinase activator 3B(MOB3B)
ENSG00000213297	ZNF625-ZNF20	Homo sapiens	ZNF625-ZNF20 readthrough (NMD candidate)(ZNF625-ZNF20)
ENSG00000186834	HEXIM1	Homo sapiens	HEXIM P-TEFb complex subunit 1(HEXIM1)
ENSG00000137807	KIF23	Homo sapiens	kinesin family member 23(KIF23)
ENSG00000137802	MAPKBP1	Homo sapiens	mitogen-activated protein kinase binding protein 1(MAPKBP1)
ENSG00000137804	NUSAP1	Homo sapiens	nucleolar and spindle associated protein 1(NUSAP1)
ENSG00000111218	PRMT8	Homo sapiens	protein arginine methyltransferase 8(PRMT8)
ENSG00000172216	CEBPB	Homo sapiens	CCAAT enhancer binding protein beta(CEBPB)
ENSG00000198846	TOX	Homo sapiens	thymocyte selection associated high mobility group box(TOX)
ENSG00000119147	ECRG4	Homo sapiens	ECRG4 augurin precursor(ECRG4)
ENSG00000173546	CSPG4	Homo sapiens	chondroitin sulfate proteoglycan 4(CSPG4)
ENSG00000227896	WAPL-DT	Homo sapiens	WAPL divergent transcript(WAPL-DT)
ENSG00000154380	ENAH	Homo sapiens	ENAH actin regulator(ENAH)
ENSG00000157404	KIT	Homo sapiens	KIT proto-oncogene, receptor tyrosine kinase(KIT)
ENSG00000137817	PARP6	Homo sapiens	poly(ADP-ribose) polymerase family member 6(PARP6)
ENSG00000112539	C6orf118	Homo sapiens	chromosome 6 open reading frame 118(C6orf118)
ENSG00000137818	RPLP1	Homo sapiens	ribosomal protein lateral stalk subunit P1(RPLP1)
ENSG00000137819	PAQR5	Homo sapiens	progestin and adipoQ receptor family member 5(PAQR5)
ENSG00000153044	CENPH	Homo sapiens	centromere protein H(CENPH)
ENSG00000111206	FOXM1	Homo sapiens	forkhead box M1(FOXM1)
ENSG00000112531	QKI	Homo sapiens	QKI, KH domain containing RNA binding(QKI)
ENSG00000111203	ITFG2	Homo sapiens	integrin alpha FG-GAP repeat containing 2(ITFG2)
ENSG00000026950	BTN3A1	Homo sapiens	butyrophilin subfamily 3 member A1(BTN3A1)
ENSG00000137812	KNL1	Homo sapiens	kinetochore scaffold 1(KNL1)
ENSG00000198835	GJC2	Homo sapiens	gap junction protein gamma 2(GJC2)
ENSG00000132122	SPATA6	Homo sapiens	spermatogenesis associated 6(SPATA6)
ENSG00000173559	NABP1	Homo sapiens	nucleic acid binding protein 1(NABP1)
ENSG00000198837	DENND4B	Homo sapiens	DENN domain containing 4B(DENND4B)
ENSG00000112530	PACRG	Homo sapiens	parkin coregulated(PACRG)
ENSG00000141068	KSR1	Homo sapiens	kinase suppressor of ras 1(KSR1)
ENSG00000124508	BTN2A2	Homo sapiens	butyrophilin subfamily 2 member A2(BTN2A2)
ENSG00000145425	RPS3A	Homo sapiens	ribosomal protein S3A(RPS3A)
ENSG00000231925	TAPBP	Homo sapiens	TAP binding protein(TAPBP)
ENSG00000182492	BGN	Homo sapiens	biglycan(BGN)
ENSG00000107185	RGP1	Homo sapiens	RGP1 homolog, RAB6A GEF complex partner 1(RGP1)
ENSG00000107186	MPDZ	Homo sapiens	multiple PDZ domain crumbs cell polarity complex component(MPDZ)
ENSG00000087053	MTMR2	Homo sapiens	myotubularin related protein 2(MTMR2)
ENSG00000066185	ZMYND12	Homo sapiens	zinc finger MYND-type containing 12(ZMYND12)
ENSG00000198860	TSEN15	Homo sapiens	tRNA splicing endonuclease subunit 15(TSEN15)
ENSG00000215845	TSTD1	Homo sapiens	thiosulfate sulfurtransferase like domain containing 1(TSTD1)
ENSG00000113810	SMC4	Homo sapiens	structural maintenance of chromosomes 4(SMC4)
ENSG00000174898	CATSPERD	Homo sapiens	cation channel sperm associated auxiliary subunit delta(CATSPERD)
ENSG00000122778	KIAA1549	Homo sapiens	KIAA1549(KIAA1549)
ENSG00000145414	NAF1	Homo sapiens	nuclear assembly factor 1 ribonucleoprotein(NAF1)
ENSG00000203865	ATP1A1-AS1	Homo sapiens	ATP1A1 antisense RNA 1(ATP1A1-AS1)
ENSG00000145416	MARCHF1	Homo sapiens	membrane associated ring-CH-type finger 1(MARCHF1)
ENSG00000259426	LINC02896	Homo sapiens	long intergenic non-protein coding RNA 2896(LINC02896)
ENSG00000259426	KIF23-AS1	Homo sapiens	KIF23 and PAQR5 antisense RNA 1(KIF23-AS1)
ENSG00000160255	ITGB2	Homo sapiens	integrin subunit beta 2(ITGB2)
ENSG00000164611	PTTG1	Homo sapiens	PTTG1 regulator of sister chromatid separation, securin(PTTG1)
ENSG00000235453	SMIM27	Homo sapiens	small integral membrane protein 27(SMIM27)
ENSG00000186889	TMEM17	Homo sapiens	transmembrane protein 17(TMEM17)
ENSG00000108465	CDK5RAP3	Homo sapiens	CDK5 regulatory subunit associated protein 3(CDK5RAP3)
ENSG00000158714	SLAMF8	Homo sapiens	SLAM family member 8(SLAMF8)
ENSG00000165949	IFI27	Homo sapiens	interferon alpha inducible protein 27(IFI27)
ENSG00000132109	TRIM21	Homo sapiens	tripartite motif containing 21(TRIM21)
ENSG00000198851	CD3E	Homo sapiens	CD3 epsilon subunit of T-cell receptor complex(CD3E)
ENSG00000091136	LAMB1	Homo sapiens	laminin subunit beta 1(LAMB1)
ENSG00000198853	RUSC2	Homo sapiens	RUN and SH3 domain containing 2(RUSC2)
ENSG00000176601	MAP3K19	Homo sapiens	mitogen-activated protein kinase kinase kinase 19(MAP3K19)
ENSG00000172243	CLEC7A	Homo sapiens	C-type lectin domain containing 7A(CLEC7A)
ENSG00000173575	CHD2	Homo sapiens	chromodomain helicase DNA binding protein 2(CHD2)
ENSG00000154358	OBSCN	Homo sapiens	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF(OBSCN)
ENSG00000119138	KLF9	Homo sapiens	KLF transcription factor 9(KLF9)
ENSG00000125818	PSMF1	Homo sapiens	proteasome inhibitor subunit 1(PSMF1)
ENSG00000101825	MXRA5	Homo sapiens	matrix remodeling associated 5(MXRA5)
ENSG00000186871	ERCC6L	Homo sapiens	ERCC excision repair 6 like, spindle assembly checkpoint helicase(ERCC6L)
ENSG00000120129	DUSP1	Homo sapiens	dual specificity phosphatase 1(DUSP1)
ENSG00000125814	NAPB	Homo sapiens	NSF attachment protein beta(NAPB)
ENSG00000071539	TRIP13	Homo sapiens	thyroid hormone receptor interactor 13(TRIP13)
ENSG00000164627	KIF6	Homo sapiens	kinesin family member 6(KIF6)
ENSG00000125810	CD93	Homo sapiens	CD93 molecule(CD93)
ENSG00000122786	CALD1	Homo sapiens	caldesmon 1(CALD1)
ENSG00000121454	LHX4	Homo sapiens	LIM homeobox 4(LHX4)
ENSG00000146733	PSPH	Homo sapiens	phosphoserine phosphatase(PSPH)
ENSG00000038945	MSR1	Homo sapiens	macrophage scavenger receptor 1(MSR1)
ENSG00000072840	EVC	Homo sapiens	EvC ciliary complex subunit 1(EVC)
ENSG00000154342	WNT3A	Homo sapiens	Wnt family member 3A(WNT3A)
ENSG00000128052	KDR	Homo sapiens	kinase insert domain receptor(KDR)
ENSG00000198885	ITPRIPL1	Homo sapiens	ITPRIP like 1(ITPRIPL1)
ENSG00000197558	SSPOP	Homo sapiens	SCO-spondin, pseudogene(SSPOP)
ENSG00000177943	MAMDC4	Homo sapiens	MAM domain containing 4(MAMDC4)
ENSG00000100526	CDKN3	Homo sapiens	cyclin dependent kinase inhibitor 3(CDKN3)
ENSG00000146729	NIPSNAP2	Homo sapiens	nipsnap homolog 2(NIPSNAP2)
ENSG00000211450	SELENOH	Homo sapiens	selenoprotein H(SELENOH)
ENSG00000108479	GALK1	Homo sapiens	galactokinase 1(GALK1)
ENSG00000134744	TUT4	Homo sapiens	terminal uridylyl transferase 4(TUT4)
ENSG00000211454	AKR7L	Homo sapiens	aldo-keto reductase family 7 like (gene/pseudogene)(AKR7L)
ENSG00000198873	GRK5	Homo sapiens	G protein-coupled receptor kinase 5(GRK5)
ENSG00000110799	VWF	Homo sapiens	von Willebrand factor(VWF)
ENSG00000198879	SFMBT2	Homo sapiens	Scm like with four mbt domains 2(SFMBT2)
ENSG00000177954	RPS27	Homo sapiens	ribosomal protein S27(RPS27)
ENSG00000155666	KDM8	Homo sapiens	lysine demethylase 8(KDM8)
ENSG00000011028	MRC2	Homo sapiens	mannose receptor C-type 2(MRC2)
ENSG00000081791	DELE1	Homo sapiens	DAP3 binding cell death enhancer 1(DELE1)
ENSG00000108474	PIGL	Homo sapiens	phosphatidylinositol glycan anchor biosynthesis class L(PIGL)
ENSG00000091106	NLRC4	Homo sapiens	NLR family CARD domain containing 4(NLRC4)
ENSG00000011021	CLCN6	Homo sapiens	chloride voltage-gated channel 6(CLCN6)
ENSG00000096872	IFT74	Homo sapiens	intraflagellar transport 74(IFT74)
ENSG00000172273	HINFP	Homo sapiens	histone H4 transcription factor(HINFP)
ENSG00000155659	VSIG4	Homo sapiens	V-set and immunoglobulin domain containing 4(VSIG4)
ENSG00000091181	IL5RA	Homo sapiens	interleukin 5 receptor subunit alpha(IL5RA)
ENSG00000155657	TTN	Homo sapiens	titin(TTN)
ENSG00000175305	CCNE2	Homo sapiens	cyclin E2(CCNE2)
ENSG00000245694	LOC101927480	Homo sapiens	uncharacterized LOC101927480(LOC101927480)
ENSG00000245694	CRNDE	Homo sapiens	colorectal neoplasia differentially expressed(CRNDE)
ENSG00000141013	GAS8	Homo sapiens	growth arrest specific 8(GAS8)
ENSG00000141012	GALNS	Homo sapiens	galactosamine (N-acetyl)-6-sulfatase(GALNS)
ENSG00000163328	GPR155	Homo sapiens	G protein-coupled receptor 155(GPR155)
ENSG00000163322	ABRAXAS1	Homo sapiens	abraxas 1, BRCA1 A complex subunit(ABRAXAS1)
ENSG00000104064	GABPB1	Homo sapiens	GA binding protein transcription factor subunit beta 1(GABPB1)
ENSG00000142347	MYO1F	Homo sapiens	myosin IF(MYO1F)
ENSG00000075945	KIFAP3	Homo sapiens	kinesin associated protein 3(KIFAP3)
ENSG00000131697	NPHP4	Homo sapiens	nephrocystin 4(NPHP4)
ENSG00000151287	TEX30	Homo sapiens	testis expressed 30(TEX30)
ENSG00000154310	TNIK	Homo sapiens	TRAF2 and NCK interacting kinase(TNIK)
ENSG00000156970	BUB1B	Homo sapiens	BUB1 mitotic checkpoint serine/threonine kinase B(BUB1B)
ENSG00000196230	TUBB	Homo sapiens	tubulin beta class I(TUBB)
ENSG00000198894	CIPC	Homo sapiens	CLOCK interacting pacemaker(CIPC)
ENSG00000197565	COL4A6	Homo sapiens	collagen type IV alpha 6 chain(COL4A6)
ENSG00000196236	XPNPEP3	Homo sapiens	X-prolyl aminopeptidase 3(XPNPEP3)
ENSG00000130363	RSPH3	Homo sapiens	radial spoke head 3(RSPH3)
ENSG00000087903	RFX2	Homo sapiens	regulatory factor X2(RFX2)
ENSG00000121413	ZSCAN18	Homo sapiens	zinc finger and SCAN domain containing 18(ZSCAN18)
ENSG00000116032	GRIN3B	Homo sapiens	glutamate ionotropic receptor NMDA type subunit 3B(GRIN3B)
ENSG00000175309	PHYKPL	Homo sapiens	5-phosphohydroxy-L-lysine phospho-lyase(PHYKPL)
ENSG00000188610	FAM72B	Homo sapiens	family with sequence similarity 72 member B(FAM72B)
ENSG00000117360	PRPF3	Homo sapiens	pre-mRNA processing factor 3(PRPF3)
ENSG00000188612	SUMO2	Homo sapiens	small ubiquitin like modifier 2(SUMO2)
ENSG00000109743	BST1	Homo sapiens	bone marrow stromal cell antigen 1(BST1)
ENSG00000165995	CACNB2	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 2(CACNB2)
ENSG00000131669	NINJ1	Homo sapiens	ninjurin 1(NINJ1)
ENSG00000175322	ZNF519	Homo sapiens	zinc finger protein 519(ZNF519)
ENSG00000213203	GIMAP1	Homo sapiens	GTPase, IMAP family member 1(GIMAP1)
ENSG00000118690	ARMC2	Homo sapiens	armadillo repeat containing 2(ARMC2)
ENSG00000203880	PCMTD2	Homo sapiens	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2(PCMTD2)
ENSG00000122707	RECK	Homo sapiens	reversion inducing cysteine rich protein with kazal motifs(RECK)
ENSG00000156966	B3GNT7	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7(B3GNT7)
ENSG00000117399	CDC20	Homo sapiens	cell division cycle 20(CDC20)
ENSG00000164674	SYTL3	Homo sapiens	synaptotagmin like 3(SYTL3)
ENSG00000109771	LRP2BP	Homo sapiens	LRP2 binding protein(LRP2BP)
ENSG00000163349	HIPK1	Homo sapiens	homeodomain interacting protein kinase 1(HIPK1)
ENSG00000167702	KIFC2	Homo sapiens	kinesin family member C2(KIFC2)
ENSG00000163344	PMVK	Homo sapiens	phosphomevalonate kinase(PMVK)
ENSG00000164675	IQUB	Homo sapiens	IQ motif and ubiquitin domain containing(IQUB)
ENSG00000143653	SCCPDH	Homo sapiens	saccharopine dehydrogenase (putative)(SCCPDH)
ENSG00000128016	ZFP36	Homo sapiens	ZFP36 ring finger protein(ZFP36)
ENSG00000197580	BCO2	Homo sapiens	beta-carotene oxygenase 2(BCO2)
ENSG00000177994	CIMIP6	Homo sapiens	ciliary microtubule inner protein 6(CIMIP6)
ENSG00000129351	ILF3	Homo sapiens	interleukin enhancer binding factor 3(ILF3)
ENSG00000197584	KCNMB2	Homo sapiens	potassium calcium-activated channel subfamily M regulatory beta subunit 2(KCNMB2)
ENSG00000155629	PIK3AP1	Homo sapiens	phosphoinositide-3-kinase adaptor protein 1(PIK3AP1)
ENSG00000243069	ARHGEF26-AS1	Homo sapiens	ARHGEF26 antisense RNA 1(ARHGEF26-AS1)
ENSG00000156958	GALK2	Homo sapiens	galactokinase 2(GALK2)
ENSG00000174004	NRROS	Homo sapiens	negative regulator of reactive oxygen species(NRROS)
ENSG00000244398	RPL36AP37	Homo sapiens	ribosomal protein L36a pseudogene 37(RPL36AP37)
ENSG00000174007	CEP19	Homo sapiens	centrosomal protein 19(CEP19)
ENSG00000163354	DCST2	Homo sapiens	DC-STAMP domain containing 2(DCST2)
ENSG00000117385	P3H1	Homo sapiens	prolyl 3-hydroxylase 1(P3H1)
ENSG00000255036	SUGT1P4-STRA6LP-CCDC180	Homo sapiens	SUGT1P4-STRA6LP-CCDC180 readthrough(SUGT1P4-STRA6LP-CCDC180)
ENSG00000163359	COL6A3	Homo sapiens	collagen type VI alpha 3 chain(COL6A3)
ENSG00000257698	GIHCG	Homo sapiens	GIHCG inhibitor of miR-200b/200a/429 expression(GIHCG)
ENSG00000109762	SNX25	Homo sapiens	sorting nexin 25(SNX25)
ENSG00000130433	CACNG6	Homo sapiens	calcium voltage-gated channel auxiliary subunit gamma 6(CACNG6)
ENSG00000149050	ZNF214	Homo sapiens	zinc finger protein 214(ZNF214)
ENSG00000177885	GRB2	Homo sapiens	growth factor receptor bound protein 2(GRB2)
ENSG00000099940	SNAP29	Homo sapiens	synaptosome associated protein 29(SNAP29)
ENSG00000006837	CDKL3	Homo sapiens	cyclin dependent kinase like 3(CDKL3)
ENSG00000197496	SLC2A10	Homo sapiens	solute carrier family 2 member 10(SLC2A10)
ENSG00000196169	KIF19	Homo sapiens	kinesin family member 19(KIF19)
ENSG00000116128	BCL9	Homo sapiens	BCL9 transcription coactivator(BCL9)
ENSG00000116127	ALMS1	Homo sapiens	ALMS1 centrosome and basal body associated protein(ALMS1)
ENSG00000151376	ME3	Homo sapiens	malic enzyme 3(ME3)
ENSG00000206053	JPT2	Homo sapiens	Jupiter microtubule associated homolog 2(JPT2)
ENSG00000150048	CLEC1A	Homo sapiens	C-type lectin domain family 1 member A(CLEC1A)
ENSG00000130429	ARPC1B	Homo sapiens	actin related protein 2/3 complex subunit 1B(ARPC1B)
ENSG00000168938	PPIC	Homo sapiens	peptidylprolyl isomerase C(PPIC)
ENSG00000168939	SPRY3	Homo sapiens	sprouty RTK signaling antagonist 3(SPRY3)
ENSG00000134802	SLC43A3	Homo sapiens	solute carrier family 43 member 3(SLC43A3)
ENSG00000048342	CC2D2A	Homo sapiens	coiled-coil and C2 domain containing 2A(CC2D2A)
ENSG00000176563	CNTD1	Homo sapiens	cyclin N-terminal domain containing 1(CNTD1)
ENSG00000110811	P3H3	Homo sapiens	prolyl 3-hydroxylase 3(P3H3)
ENSG00000151366	NDUFC2	Homo sapiens	NADH:ubiquinone oxidoreductase subunit C2(NDUFC2)
ENSG00000137078	SIT1	Homo sapiens	signaling threshold regulating transmembrane adaptor 1(SIT1)
ENSG00000137076	TLN1	Homo sapiens	talin 1(TLN1)
ENSG00000231028	AHI1-DT	Homo sapiens	AHI1 divergent transcript(AHI1-DT)
ENSG00000163251	FZD5	Homo sapiens	frizzled class receptor 5(FZD5)
ENSG00000231023	LINC00326	Homo sapiens	long intergenic non-protein coding RNA 326(LINC00326)
ENSG00000164587	RPS14	Homo sapiens	ribosomal protein S14(RPS14)
ENSG00000167615	LENG8	Homo sapiens	leukocyte receptor cluster member 8(LENG8)
ENSG00000167613	LAIR1	Homo sapiens	leukocyte associated immunoglobulin like receptor 1(LAIR1)
ENSG00000095564	BTAF1	Homo sapiens	B-TFIID TATA-box binding protein associated factor 1(BTAF1)
ENSG00000151353	TMEM18	Homo sapiens	transmembrane protein 18(TMEM18)
ENSG00000130413	STK33	Homo sapiens	serine/threonine kinase 33(STK33)
ENSG00000110848	CD69	Homo sapiens	CD69 molecule(CD69)
ENSG00000110841	PPFIBP1	Homo sapiens	PPFIA binding protein 1(PPFIBP1)
ENSG00000126391	FRMD8	Homo sapiens	FERM domain containing 8(FRMD8)
ENSG00000074621	SLC24A1	Homo sapiens	solute carrier family 24 member 1(SLC24A1)
ENSG00000131747	TOP2A	Homo sapiens	DNA topoisomerase II alpha(TOP2A)
ENSG00000138378	STAT4	Homo sapiens	signal transducer and activator of transcription 4(STAT4)
ENSG00000117477	CCDC181	Homo sapiens	coiled-coil domain containing 181(CCDC181)
ENSG00000163263	CFAP141	Homo sapiens	cilia and flagella associated protein 141(CFAP141)
ENSG00000082258	CCNT2	Homo sapiens	cyclin T2(CCNT2)
ENSG00000187239	FNBP1	Homo sapiens	formin binding protein 1(FNBP1)
ENSG00000248712	DRC12	Homo sapiens	dynein regulatory complex subunit 12 homolog(DRC12)
ENSG00000168961	LGALS9	Homo sapiens	galectin 9(LGALS9)
ENSG00000188554	NBR1	Homo sapiens	NBR1 autophagy cargo receptor(NBR1)
ENSG00000137054	POLR1E	Homo sapiens	RNA polymerase I subunit E(POLR1E)
ENSG00000163273	NPPC	Homo sapiens	natriuretic peptide C(NPPC)
ENSG00000231043	LOC644456	Homo sapiens	IK cytokine, down-regulator of HLA II pseudogene(LOC644456)
ENSG00000105483	CARD8	Homo sapiens	caspase recruitment domain family member 8(CARD8)
ENSG00000131724	IL13RA1	Homo sapiens	interleukin 13 receptor subunit alpha 1(IL13RA1)
ENSG00000099985	OSM	Homo sapiens	oncostatin M(OSM)
ENSG00000175265	GOLGA8A	Homo sapiens	golgin A8 family member A(GOLGA8A)
ENSG00000151338	MIPOL1	Homo sapiens	mirror-image polydactyly 1(MIPOL1)
ENSG00000138356	AOX1	Homo sapiens	aldehyde oxidase 1(AOX1)
ENSG00000166311	SMPD1	Homo sapiens	sphingomyelin phosphodiesterase 1(SMPD1)
ENSG00000140682	TGFB1I1	Homo sapiens	transforming growth factor beta 1 induced transcript 1(TGFB1I1)
ENSG00000166313	APBB1	Homo sapiens	amyloid beta precursor protein binding family B member 1(APBB1)
ENSG00000168970	JMJD7-PLA2G4B	Homo sapiens	JMJD7-PLA2G4B readthrough(JMJD7-PLA2G4B)
ENSG00000167646	DNAAF3	Homo sapiens	dynein axonemal assembly factor 3(DNAAF3)
ENSG00000179632	MAF1	Homo sapiens	MAF1 homolog, negative regulator of RNA polymerase III(MAF1)
ENSG00000151320	AKAP6	Homo sapiens	A-kinase anchoring protein 6(AKAP6)
ENSG00000003756	RBM5	Homo sapiens	RNA binding motif protein 5(RBM5)
ENSG00000074696	HACD3	Homo sapiens	3-hydroxyacyl-CoA dehydratase 3(HACD3)
ENSG00000175279	CENPS	Homo sapiens	centromere protein S(CENPS)
ENSG00000178307	TMEM11	Homo sapiens	transmembrane protein 11(TMEM11)
ENSG00000166321	NUDT13	Homo sapiens	nudix hydrolase 13(NUDT13)
ENSG00000166323	C11orf65	Homo sapiens	chromosome 11 open reading frame 65(C11orf65)
ENSG00000187240	DYNC2H1	Homo sapiens	dynein cytoplasmic 2 heavy chain 1(DYNC2H1)
ENSG00000187244	BCAM	Homo sapiens	basal cell adhesion molecule (Lutheran blood group)(BCAM)
ENSG00000140678	ITGAX	Homo sapiens	integrin subunit alpha X(ITGAX)
ENSG00000110801	PSMD9	Homo sapiens	proteasome 26S subunit, non-ATPase 9(PSMD9)
ENSG00000106785	TRIM14	Homo sapiens	tripartite motif containing 14(TRIM14)
ENSG00000126353	CCR7	Homo sapiens	C-C motif chemokine receptor 7(CCR7)
ENSG00000074660	SCARF1	Homo sapiens	scavenger receptor class F member 1(SCARF1)
ENSG00000257621	PSMA3-AS1	Homo sapiens	PSMA3 antisense RNA 1(PSMA3-AS1)
ENSG00000131711	MAP1B	Homo sapiens	microtubule associated protein 1B(MAP1B)
ENSG00000109805	NCAPG	Homo sapiens	non-SMC condensin I complex subunit G(NCAPG)
ENSG00000099953	MMP11	Homo sapiens	matrix metallopeptidase 11(MMP11)
ENSG00000212747	RTL8B	Homo sapiens	retrotransposon Gag like 8B(RTL8B)
ENSG00000151303	AGAP11	Homo sapiens	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11(AGAP11)
ENSG00000187260	WDR86	Homo sapiens	WD repeat domain 86(WDR86)
ENSG00000166343	MSS51	Homo sapiens	MSS51 mitochondrial translational activator(MSS51)
ENSG00000167674	HDGFL2	Homo sapiens	HDGF like 2(HDGFL2)
ENSG00000166340	TPP1	Homo sapiens	tripeptidyl peptidase 1(TPP1)
ENSG00000114391	RPL24	Homo sapiens	ribosomal protein L24(RPL24)
ENSG00000188596	CFAP54	Homo sapiens	cilia and flagella associated protein 54(CFAP54)
ENSG00000099949	LZTR1	Homo sapiens	leucine zipper like post translational regulator 1(LZTR1)
ENSG00000258940	MIA2-AS1	Homo sapiens	MIA2 antisense RNA 1(MIA2-AS1)
ENSG00000053747	LAMA3	Homo sapiens	laminin subunit alpha 3(LAMA3)
ENSG00000147274	RBMX	Homo sapiens	RNA binding motif protein X-linked(RBMX)
ENSG00000167680	SEMA6B	Homo sapiens	semaphorin 6B(SEMA6B)
ENSG00000204271	SPIN3	Homo sapiens	spindlin family member 3(SPIN3)
ENSG00000159259	CHAF1B	Homo sapiens	chromatin assembly factor 1 subunit B(CHAF1B)
ENSG00000178338	ZNF354B	Homo sapiens	zinc finger protein 354B(ZNF354B)
ENSG00000171700	RGS19	Homo sapiens	regulator of G protein signaling 19(RGS19)
ENSG00000166352	IFTAP	Homo sapiens	intraflagellar transport associated protein(IFTAP)
ENSG00000165029	ABCA1	Homo sapiens	ATP binding cassette subfamily A member 1(ABCA1)
ENSG00000204264	PSMB8	Homo sapiens	proteasome 20S subunit beta 8(PSMB8)
ENSG00000138326	RPS24	Homo sapiens	ribosomal protein S24(RPS24)
ENSG00000023902	PLEKHO1	Homo sapiens	pleckstrin homology domain containing O1(PLEKHO1)
ENSG00000204262	COL5A2	Homo sapiens	collagen type V alpha 2 chain(COL5A2)
ENSG00000152611	CAPSL	Homo sapiens	calcyphosine like(CAPSL)
ENSG00000205593	DENND6B	Homo sapiens	DENN domain containing 6B(DENND6B)
ENSG00000204261	PSMB8-AS1	Homo sapiens	PSMB8 antisense RNA 1 (head to head)(PSMB8-AS1)
ENSG00000165030	NFIL3	Homo sapiens	nuclear factor, interleukin 3 regulated(NFIL3)
ENSG00000204267	TAP2	Homo sapiens	transporter 2, ATP binding cassette subfamily B member(TAP2)
ENSG00000140632	GLYR1	Homo sapiens	glyoxylate reductase 1 homolog(GLYR1)
ENSG00000101052	IFT52	Homo sapiens	intraflagellar transport 52(IFT52)
ENSG00000102384	CENPI	Homo sapiens	centromere protein I(CENPI)
ENSG00000265206	MIR142HG	Homo sapiens	MIR142 host genes(MIR142HG)
ENSG00000246922	UBAP1L	Homo sapiens	ubiquitin associated protein 1 like(UBAP1L)
ENSG00000147251	DOCK11	Homo sapiens	dedicator of cytokinesis 11(DOCK11)
ENSG00000139624	CERS5	Homo sapiens	ceramide synthase 5(CERS5)
ENSG00000072041	SLC6A15	Homo sapiens	solute carrier family 6 member 15(SLC6A15)
ENSG00000204252	HLA-DOA	Homo sapiens	major histocompatibility complex, class II, DO alpha(HLA-DOA)
ENSG00000105419	MEIS3	Homo sapiens	Meis homeobox 3(MEIS3)
ENSG00000153930	ANKFN1	Homo sapiens	ankyrin repeat and fibronectin type III domain containing 1(ANKFN1)
ENSG00000159239	C2orf81	Homo sapiens	chromosome 2 open reading frame 81(C2orf81)
ENSG00000169403	PTAFR	Homo sapiens	platelet activating factor receptor(PTAFR)
